claim_id,user_id,user_phone,aadhar_number,vehicle_type,vehicle_subtype,vehicle_age,vehicle_model,chassis_number,policy_number,policy_validity,claim_type,previous_claims,claim_frequency_30d,accident_type,accident_severity,accident_location,garage_city,claim_amount,repair_estimate,garage_id,agent_id,document_verified,damage_consistency,image_uploaded,days_to_claim,is_fraud
1bee11a6-0c87-4f68-945f-2c9d5c83e8a1,123b52d7-2cb5-430a-aef6-8509b1abc3a1,9093615111,781050280230,bike,classic,2,Model_5,7eaffc4f-2,c0967fa5,1,accident,0,4,minor,low,Pune,Mumbai,137920,17240,G002,A12,1,0,1,2,1
420849eb-a8d4-48f5-821f-77e4aa56d11e,0b1f897a-9240-41d0-bea4-0239d4393449,9723222799,992262100779,bike,cruiser,6,Model_15,cf2b2abb-e,77986857,4,accident,3,3,minor,low,Bangalore,Pune,77956,19489,G003,A11,1,1,1,3,1
7c628df4-c253-4f5d-98c4-fb2e91071785,59b6c3a6-297b-45f9-bac9-f8d21bfd63e2,9235141587,331780899390,car,SUV,10,Model_6,3325fbab-6,4826dd42,3,theft,3,0,minor,low,Mumbai,Pune,92388,15398,G002,A11,1,0,0,2,1
4a9070ca-b6ad-4c8c-a495-3ced4d93d2f2,32a0fb7e-2356-47d4-8562-aee86129b3ec,9711118238,453774045214,bike,sports,5,Model_28,223df38d-1,d05f7c4b,2,accident,3,2,major,high,Delhi,Mumbai,51903,32817,G002,A12,1,1,0,8,0
8e163d95-ba24-4ba0-af9a-f97ff76fcc8d,1a59b2d4-e234-4419-871e-e054abce4713,9567443092,255095623888,bike,classic,3,Model_2,548bc8e0-5,517186e7,1,accident,5,1,major,low,Pune,Mumbai,72996,18249,G001,A11,0,1,1,3,1
383d1308-9893-4251-a739-cb00fcbe88f3,bf604111-3e02-4395-8b29-aaf56e2d5372,9974370294,263937430424,bike,cruiser,3,Model_30,8da79e6a-e,18d80f5f,2,accident,2,3,minor,high,Mumbai,Delhi,35091,20814,G002,A10,0,1,1,6,0
c5f35a97-92ba-4ce6-a702-3a2d973e487b,e022f8c7-cf65-494c-a5f6-0d81040c006d,9849507547,143884090931,bike,sports,1,Model_38,79afd4c5-4,fd89ec8d,5,accident,1,4,major,medium,Delhi,Delhi,238338,26482,G002,A11,0,1,0,9,1
3e296336-7eb8-42c8-ba24-a802478d1ecc,87ebfb39-10b6-4ad8-97cb-1c3bfcce13f4,9513977716,917080828746,car,sedan,7,Model_7,ca24c504-8,356c09a6,3,accident,3,1,minor,medium,Bangalore,Bangalore,52072,35063,G003,A11,1,1,1,4,0
6ad95b7e-9d62-42c9-8c3b-9e17a819b6e5,9ac84547-7529-431a-a42f-cbf48851421e,9849310342,677912849679,car,SUV,6,Model_40,c9d4e672-2,296fa7a8,4,accident,3,5,major,low,Mumbai,Mumbai,33997,16048,G003,A11,1,1,0,8,0
64d97825-2d74-43cb-b816-bd98961a0243,d91d684c-5518-458e-b331-f163a2ff2bd1,9584638756,221107431640,car,hatchback,9,Model_50,1c34f092-f,f7ce1e38,5,accident,2,1,major,high,Bangalore,Mumbai,60905,12181,G001,A10,1,1,1,3,1
037fe11b-aeb3-451c-9801-c72199619c72,9cee2510-c4cb-4e71-ae8a-28d5a6542fa8,9248851072,916668009184,bike,sports,6,Model_49,783280ce-9,19039ed2,4,theft,6,2,major,low,Delhi,Pune,284168,35521,G003,A11,1,0,1,2,1
1cf5cd8f-e514-43fa-87a8-586aa9f9e477,554ccfff-b95d-4e30-99d7-c0c6d2cbcb50,9313392073,328611325903,car,SUV,9,Model_5,e6d0597e-9,83c91cff,4,theft,1,5,major,medium,Pune,Pune,22155,14886,G001,A11,0,1,0,1,0
e8852426-a274-45d1-999d-b15f1ba66733,657cb09b-05af-43d6-92a8-aa1236783254,9720489389,927498275897,bike,cruiser,2,Model_27,f01ab373-d,c082974e,1,theft,5,0,minor,high,Delhi,Mumbai,220875,44175,G002,A11,1,0,1,1,1
1a634840-f735-4e16-a183-6eb3e248b9c5,35e35068-7161-456e-a5e2-3c26b3a3cfb8,9845527312,378681821789,bike,classic,7,Model_47,a93743a1-b,10ad8c72,4,theft,0,4,minor,high,Mumbai,Mumbai,365550,36555,G002,A11,1,0,0,5,1
17ecd89b-e8d5-4e95-be7c-f20ad858af3c,90d70425-47d0-4184-9274-e9b23eef254a,9991243773,973150457441,bike,sports,10,Model_35,c1382436-6,ca86484a,5,accident,6,0,major,low,Bangalore,Pune,39690,39190,G001,A12,0,1,1,2,1
a3c3f131-9c35-445d-95fb-a6cb35225b44,001b34f7-c892-4cf7-af6d-f6ec77e3d11c,9637230819,766041222482,car,hatchback,3,Model_50,e8fe2b09-f,7110f6c5,1,theft,0,0,major,medium,Delhi,Mumbai,31712,31222,G002,A12,0,1,1,1,0
ab53ed0f-8042-47b9-bbde-d440d7a2c42a,ab4fd1e2-bb29-472c-a2f6-76243c63131b,9439125742,276162278867,car,hatchback,7,Model_42,6d2724de-b,7c91e8d5,5,accident,3,4,minor,high,Bangalore,Delhi,55581,18527,G002,A12,0,1,1,5,1
1dcb7f89-a5dc-4266-ac36-795f7834dc07,98a3c4a9-09a8-4cf7-822a-cf51ebe12d9d,9003249830,666641922678,bike,classic,6,Model_16,e02d7074-4,8907ef04,5,theft,5,5,major,low,Delhi,Delhi,49636,43530,G001,A10,1,0,0,4,1
dbdd245c-22d3-4e46-8a2d-1c9d9942156b,837750ef-10e6-478e-b176-1ef038e2b14c,9467321814,947126080071,car,hatchback,1,Model_38,25937ec6-b,78f81461,5,theft,3,0,minor,medium,Delhi,Delhi,24651,6875,G003,A12,0,0,1,3,0
49d64015-b368-4849-815f-3737f112125c,7214edb9-5d6e-4504-b100-a9191b6836a1,9700576080,170887249611,car,XUV,6,Model_20,b08de34f-1,4206abc5,2,accident,5,0,major,medium,Bangalore,Pune,61646,47822,G001,A12,1,1,0,6,1
db1ccb0e-12d5-421c-8183-daf7b1e82bbf,097200d2-fd12-4308-a5d2-ff340afd484d,9933056475,820849578427,car,SUV,8,Model_46,441955e2-4,dfaeb366,4,theft,3,5,major,medium,Pune,Pune,52159,47329,G001,A12,1,1,1,6,0
68fa5e31-de28-4ebe-988c-0cc7c62126ae,fa8a74ac-7122-4587-ae8a-9b5b9780ccd5,9228709768,529574792106,car,SUV,7,Model_11,1fe4db9b-5,a928abcb,1,theft,5,3,minor,high,Delhi,Bangalore,49521,36310,G001,A11,0,0,0,8,1
25dbbe1f-499c-4668-963b-c8a42296623e,9c7a76fe-e1ea-4f0e-864d-45bb11d9cde1,9594577785,256103098884,bike,scooty,3,Model_28,874a0a91-7,b203b65d,2,theft,0,5,minor,high,Mumbai,Delhi,12413,12215,G001,A12,0,0,1,4,0
b54a1208-d1d6-457b-a509-de5156ad2ecb,12122cbb-6ef9-4ffd-b883-6e72dc21bc13,9589379247,664058346059,car,SUV,3,Model_14,1f4bccc3-0,fed95003,2,accident,0,2,major,high,Mumbai,Delhi,41436,33347,G003,A11,0,1,0,10,0
cce4011d-03cf-4ef8-80df-bd175ffb9e87,21906472-2b22-4e78-998c-1f64030efed0,9552214183,783975409918,car,SUV,6,Model_34,3fe0b60c-2,2beb2e7d,5,accident,3,4,major,medium,Delhi,Mumbai,11427,8120,G001,A12,0,1,1,4,0
8331fa2c-3665-4154-b909-04b860017f24,3fdfa517-1ada-4c57-8536-06a9ef20f994,9469105420,655028199370,car,hatchback,10,Model_15,36204618-3,dea59e1b,5,theft,3,5,major,low,Bangalore,Bangalore,46352,37432,G001,A10,1,1,0,7,0
37b21694-8815-4852-9ba5-e82d43a4c261,693eae18-4c4d-4b3b-88f8-e04e9cf5e3d5,9502455854,317052783540,bike,scooty,6,Model_10,18893127-0,cbb91c22,4,accident,5,5,minor,medium,Pune,Pune,29650,24748,G003,A12,1,1,0,3,1
722d6b25-47ca-402c-8c5e-dd1a55d190a8,18f0a389-d39b-4fe1-a938-41522882d152,9273577439,605857196556,bike,scooty,6,Model_42,1d742789-e,3adf87de,2,accident,4,4,minor,low,Delhi,Mumbai,17963,9965,G003,A10,0,1,1,8,0
eb6cbe3d-532b-4171-82ee-b3721fc1e6c9,88c6333a-b6a8-4082-a19d-1e73f80d4501,9483714351,842032744588,car,sedan,6,Model_39,5ee3868d-1,e2027cc5,4,theft,2,0,minor,high,Mumbai,Bangalore,178092,44523,G001,A10,0,1,0,6,1
5831a5b8-b360-41c1-8eae-fa95ad0f27de,e971c5f0-ed79-4b32-8f4d-4ad84ce57575,9594588954,279573555714,car,XUV,5,Model_5,4d7a748e-3,c7dc3ca3,3,accident,2,4,major,medium,Bangalore,Pune,48968,37874,G001,A12,0,0,1,5,0
cba25e7b-7307-4aa5-9dbb-f6326839979c,84f4d12b-a55e-4a5b-a699-dcb792456a89,9928827654,252481466649,car,XUV,6,Model_46,2f3f9702-3,84e15b0c,4,accident,6,3,major,low,Mumbai,Delhi,16293,7655,G003,A11,1,1,0,9,1
fad7c34d-1d5a-4632-810d-4f71ea5cf54d,96debad1-9d28-4eaf-b4ac-414246c9a503,9481597717,434379293003,bike,cruiser,6,Model_48,255892f2-4,0dd377c1,2,theft,3,0,major,high,Pune,Delhi,21057,7966,G003,A10,0,1,0,1,0
b9cebd74-abc7-4994-b2cb-2309ceaecb2a,b0dc94b5-eb54-471e-90ed-b46fb0034b7e,9136731399,235005421771,car,sedan,5,Model_4,314c47c0-1,f56e415d,2,accident,4,4,major,medium,Mumbai,Pune,47824,30506,G002,A12,1,1,1,10,0
e7398ac4-ee4a-4040-b7ea-14786225641e,9f39cd38-b9c9-4127-8d93-212b0917e049,9514779752,104978099003,bike,cruiser,7,Model_39,584034ce-7,500c812b,5,theft,0,1,major,medium,Delhi,Pune,42245,37269,G003,A11,1,0,0,9,0
94eceddd-e9c2-4203-821a-7c4fb94728c9,ae6f4052-28a1-4aaa-be4d-754f8ab9b293,9051982727,249002504756,car,sedan,6,Model_25,2aa2392e-4,6e8b792d,1,theft,1,0,minor,medium,Bangalore,Pune,29153,20100,G003,A10,0,0,0,5,0
bf249d01-6d47-495c-9f00-cf3dfd61f298,a6d19740-d0b1-40d2-a5fa-34b6c269b249,9772175527,889196542821,bike,cruiser,10,Model_31,fba317be-6,3d2f0675,5,accident,4,1,minor,low,Delhi,Bangalore,91892,22973,G003,A11,1,0,1,6,1
8937c708-312a-462e-aa9f-916f0bcb2168,58c81784-5f87-4d38-8bfe-61884125e705,9469243030,378950523079,car,XUV,4,Model_14,7b016220-8,46322732,2,theft,3,4,minor,high,Delhi,Delhi,31171,16845,G003,A11,1,0,1,5,0
53e597ea-6f2f-452f-8c03-46c4a29e2440,2e5f55bc-0101-419f-91a2-c9a7f0d15994,9128095922,438991234937,bike,cruiser,4,Model_37,65f7552e-a,1046c5b9,4,theft,3,2,major,low,Mumbai,Bangalore,52771,48827,G001,A12,1,0,1,5,0
9dfa924e-81d9-4f0b-8571-e4cee551ecaf,060d0ce3-f31f-4f2b-824f-69638eb81133,9925332751,643292126024,car,hatchback,1,Model_5,f4d4b1cb-6,e6724984,5,accident,1,5,major,medium,Delhi,Delhi,136115,19445,G002,A11,1,0,0,3,1
dc292016-6065-4430-a817-8cd9342ec5ad,9a231abf-50b9-4020-b0a2-1c48dd05704f,9771659038,436361430137,car,hatchback,5,Model_11,f512bb9d-4,ec51529e,3,accident,5,1,major,high,Bangalore,Pune,36048,18811,G003,A10,1,0,0,2,1
7913cad6-7e1a-451e-a822-c05d7c8f342d,12792547-aa68-4276-b9c6-0ef483d179e1,9286642281,259536815317,bike,classic,6,Model_4,7aacda83-1,43906f33,3,theft,3,3,minor,high,Mumbai,Pune,27042,9014,G001,A12,1,1,0,8,1
0b372fe7-2d48-4e50-a42d-87cb503c7e35,b43421cd-adb3-4693-b214-13cc0539ee39,9718480639,134065150753,car,XUV,7,Model_16,6eeed482-0,ea22d2d7,4,theft,4,4,major,low,Pune,Mumbai,50060,47833,G001,A11,1,0,0,10,0
1fb07bac-ed7d-447e-9531-9502d6faadf7,29762f32-ff13-4d7b-b943-63da200db69d,9842300649,890979389094,bike,cruiser,9,Model_26,73ac74d2-a,9c444756,1,accident,0,5,major,high,Delhi,Pune,115748,28937,G003,A10,1,0,0,3,1
f21e696e-e67c-47af-a7d0-d54f676e01cc,1e790a93-898e-48be-8679-4b96f3702475,9815804648,404339604754,bike,classic,1,Model_16,ddcb0f96-a,ec1e5d80,4,accident,2,0,major,low,Bangalore,Bangalore,64620,48421,G001,A11,0,1,1,6,0
da63fb8a-b0a7-40a4-94bf-292d3b78b09b,c1acffcf-f781-4f81-96ba-83c487bffe90,9484179408,862568465959,bike,cruiser,2,Model_20,aa19acbc-d,4ffddf16,4,accident,4,5,minor,medium,Pune,Mumbai,38273,35752,G001,A12,0,1,1,1,0
27e8079d-7362-4d16-b4ec-d2eba53a4a87,64af55c2-fc95-4f22-8a99-488c80de8524,9743988331,326397885881,bike,sports,9,Model_34,68318a31-c,7a209e05,1,theft,2,4,major,high,Delhi,Mumbai,264831,37833,G002,A11,1,1,1,8,1
04e81537-5234-4127-80fd-c7a93fb371b0,1302d835-3c16-4fba-bcbe-7e7a4db949ac,9163643967,785333830845,bike,cruiser,1,Model_8,c9fb9951-0,9bddbdf7,1,theft,0,0,major,high,Mumbai,Bangalore,58827,19609,G003,A10,1,1,1,10,1
a83d6cbe-e2de-46ca-8880-dde26233b2d0,43d7e090-09c3-473d-ae15-42863ab8e1b5,9927967692,462500255826,bike,scooty,3,Model_18,12564483-8,0a594a28,3,accident,6,5,major,high,Bangalore,Bangalore,238272,29784,G001,A10,1,0,1,8,1
21df9a5c-2389-4ca8-b216-e5606926c63c,6340eff1-4d73-4923-b0e4-40002ce9a238,9314471065,739006658384,car,hatchback,7,Model_37,54d1f7af-c,e4e2603b,5,accident,6,0,minor,low,Pune,Bangalore,49727,45888,G001,A12,0,1,1,2,1
114bfb99-d07c-4da7-ad7e-e88709946f64,f7308eac-b127-4a71-92fd-5b8563510cfb,9487730461,285574533438,bike,cruiser,8,Model_25,6d208968-4,008a7fdd,1,accident,6,5,minor,medium,Pune,Mumbai,17784,13297,G003,A12,0,1,0,6,1
bc285406-6842-4ec8-a825-c2f67fda6e6a,b0c5306a-6650-48ac-82a8-c8b7429f4b9e,9544462742,805172454697,car,sedan,7,Model_49,32ccecb9-a,eb8352fa,1,accident,3,0,major,low,Bangalore,Bangalore,24519,23274,G003,A12,0,0,1,6,0
60a658e3-b124-4f46-bee8-9b4dad43de98,95e94822-77f8-421a-8b12-e2f570417c95,9451458972,550587662657,bike,classic,9,Model_21,542d4378-8,f5937074,4,accident,2,5,minor,high,Mumbai,Mumbai,26403,13797,G003,A12,0,0,0,8,0
613952e5-7b0f-4487-8e0c-742759d66f53,0b615a41-650e-4e22-9572-acc283c70da3,9235385509,478174810176,bike,classic,10,Model_2,beff7e7c-7,bdf8e38b,1,theft,2,3,minor,high,Bangalore,Delhi,16903,12480,G003,A11,1,0,1,5,0
40c44233-3fa5-4279-b625-61b2131aeb2a,de577a22-502b-4076-b62a-607fb6b67c05,9375139694,599385016931,car,sedan,9,Model_49,0f49ecc9-a,84f3fc0c,1,theft,3,4,minor,medium,Mumbai,Bangalore,57845,40128,G003,A12,0,0,1,8,0
07389d39-8dc3-4e6d-a663-e82f19bff18e,3cb8cc82-475e-4a43-a316-2e0e32a217b7,9564900873,477154510110,car,XUV,1,Model_26,5a37a82b-6,cd3f3e99,2,theft,0,1,minor,medium,Pune,Mumbai,45011,26359,G002,A10,0,1,0,9,0
4dfad0ce-f931-49e8-b770-f8196493dad2,5a28ef0b-1586-499b-9459-0414101e735f,9461653327,437191334389,bike,sports,6,Model_36,7a357630-3,c026d52e,5,accident,5,4,major,high,Pune,Delhi,193464,24183,G002,A11,1,1,0,2,1
43eeb044-191d-4dcc-a030-f687cb9422e7,5a744835-2e17-49c3-b3b2-da1373c3104d,9333229446,944757046916,bike,sports,5,Model_29,fbf9a510-d,0d78146e,4,accident,1,0,major,medium,Pune,Delhi,218408,27301,G002,A11,1,0,1,8,1
5805493c-6a6e-4530-acfb-29cad5782ec0,10dac878-d8a1-4a0a-b464-3331c11fe172,9005603353,813951766554,car,hatchback,1,Model_24,26a5d3e4-6,95297235,4,accident,1,5,minor,medium,Bangalore,Delhi,16704,16442,G001,A12,0,1,0,8,0
819f7021-0bd6-4c6a-9db8-9c249843cc4d,eef9f08f-122c-4804-9ea2-8f70785b6963,9210651912,152734134386,car,hatchback,8,Model_24,8d18d214-c,a3f5249b,5,accident,2,2,minor,low,Bangalore,Mumbai,40696,35451,G001,A10,0,0,1,8,0
63bc4309-7149-4229-8cf2-b59679fd40df,9c15025f-e56e-4016-aa9d-b76b5bcf225b,9733964059,101597611954,bike,cruiser,10,Model_3,c46e0bc9-1,59ce2d88,1,theft,1,0,minor,medium,Delhi,Mumbai,24134,13295,G002,A12,0,1,1,5,0
ba8a7e07-e9e9-4d54-ab17-e2367becb179,eb9bdbd6-60c2-44fc-945e-070e52920907,9371487415,987100339641,bike,classic,6,Model_26,ccd22e5c-b,e91591a0,3,accident,6,4,major,low,Bangalore,Delhi,301792,37724,G003,A10,0,0,1,2,1
89ef4e8b-786c-463e-a361-b03d2fa789bd,a2044e82-6118-42d8-b0e3-7392311d604a,9906547501,959635212450,car,hatchback,8,Model_31,a38541b7-e,33fe1c7e,3,theft,4,2,major,low,Mumbai,Bangalore,37251,24576,G003,A10,0,1,0,10,0
68ea5139-2018-4a04-854d-9e2a27adf0ea,054b4ae1-d9c9-4410-8544-134f43aee756,9982438508,209011883237,bike,sports,6,Model_35,fc84e475-b,a615002e,4,theft,5,5,minor,high,Pune,Delhi,105555,21111,G001,A11,1,1,0,8,1
e157e5af-3ac7-474a-8b71-431bd052fd81,143c3b07-8cd0-4756-b0b9-4458556b4d3d,9673174849,141415435842,bike,sports,4,Model_28,608be60d-9,f8a241c0,3,theft,0,5,major,high,Mumbai,Mumbai,34196,24255,G003,A11,1,1,0,10,0
f7e22e4b-4522-426a-918f-aa9a84e705cf,b4d9aa2b-26db-4424-bb0d-a1e9a479dbf5,9786863865,140391131978,bike,scooty,3,Model_48,2f2af0bf-b,a9cec2a2,2,accident,3,2,major,high,Bangalore,Delhi,56551,40818,G001,A11,1,0,1,5,0
940d17be-9cda-40e0-b57a-5f4c5b3505ae,db721052-3afd-450e-89bb-81a6cc3d9277,9154354758,971163940241,bike,scooty,3,Model_27,fb9f414b-9,65864e50,4,theft,2,5,major,low,Pune,Mumbai,30471,11647,G001,A12,1,1,0,4,0
1a000b7c-8039-42bf-a17a-8a1807a6353f,6e47b4e3-1885-469e-a02d-2310c585b098,9320028502,639153827506,bike,cruiser,8,Model_17,290ec2cc-3,8a04f193,4,theft,4,0,minor,medium,Delhi,Delhi,36776,35184,G003,A11,1,0,1,5,0
4e9f5eed-1ea2-4500-ab1b-4d98e79542c5,d7f07bc8-9e1e-420e-80fe-562eb7b24dff,9185958145,488953348595,car,sedan,4,Model_33,280b598b-2,a649ece0,2,theft,2,1,major,medium,Pune,Delhi,157200,15720,G002,A11,1,0,1,4,1
d95b9f24-e5b2-474e-8c0b-6e984f9e652a,8cdbe129-fb52-46b3-8b11-317c269418a0,9694931242,292535247689,car,hatchback,7,Model_35,44ae7ea5-1,c09118c3,5,accident,1,4,major,medium,Delhi,Pune,358064,44758,G003,A11,1,1,1,9,1
cbb6dd13-28d1-41a5-9882-fe028f2f7849,9861aa69-c758-4b1f-8f91-6bf79f65c293,9094411531,817576683991,car,hatchback,9,Model_46,6123446a-f,8f76efb7,4,theft,1,3,major,high,Bangalore,Mumbai,26095,5219,G002,A11,0,0,1,3,1
18229117-52d7-49b5-8395-ab06e54daea9,15148e30-2e53-4c98-ae3f-025bea50f9d9,9335365580,143948021168,car,hatchback,1,Model_8,13ff11f8-6,b95001e7,5,theft,4,4,major,medium,Pune,Bangalore,27074,10808,G001,A12,1,0,0,10,0
2a8087ef-773c-4c50-aa0b-88496b0004cc,57201c49-24bd-4c5a-a730-b7bcd8b45bba,9447831620,748034879219,bike,scooty,5,Model_4,97330c68-0,f24dd569,3,theft,5,3,major,high,Bangalore,Pune,62294,46292,G003,A11,1,1,0,7,1
1cb159f1-b982-40d4-90ba-061eb9dd9b61,b4d8e984-5f66-47f6-a31f-096a9f82ab1b,9345035649,445289767042,bike,scooty,5,Model_43,d4e84efc-4,70f123ea,2,accident,4,4,major,high,Mumbai,Mumbai,136256,17032,G002,A10,1,0,0,6,1
88bd51ab-9967-4d6a-921a-bebb76f0820b,cf025909-85e6-47a7-a095-fd37160a14e9,9400465426,558290297403,car,hatchback,1,Model_39,acd06bb0-d,40e931f8,5,accident,2,5,minor,low,Delhi,Pune,60175,43037,G002,A12,0,1,0,6,0
df4ec8a4-39e9-4405-931b-ea24a4080cc1,66fd0d13-abe1-4ca7-be62-0628c8890311,9012748456,417988486380,car,XUV,2,Model_40,bdd08228-1,f1745b0f,1,theft,2,2,major,low,Mumbai,Pune,109907,15701,G002,A11,1,1,0,3,1
7de5c23f-4152-4110-96f0-8bab29f88391,423884de-43dd-4d50-ab14-bea2585ddab5,9002816108,357175764737,bike,sports,7,Model_20,2fdbc6de-7,e97ee6b4,1,accident,2,2,minor,high,Pune,Pune,15205,6724,G002,A12,1,1,1,3,0
075fbac3-7e64-4753-83ae-f3e034e3c36f,bff227de-5006-4c30-8246-817caa3c0899,9977265451,493086429545,car,hatchback,5,Model_47,369108d3-d,75195995,4,accident,1,3,minor,medium,Mumbai,Mumbai,52264,45521,G002,A10,1,1,0,4,0
7e3fa476-839c-400c-aed9-ed99c5ec5a75,052b7681-467a-4c6d-aa9d-7081c0a5b292,9969176243,187061714794,car,SUV,7,Model_43,68a520dd-f,db49ce96,2,theft,3,0,major,medium,Mumbai,Pune,37045,7409,G002,A11,1,0,1,9,1
b9391318-143c-4460-889f-05bd77ca2be4,459668fa-d26f-46bf-877d-b7f1c59f19e9,9987851602,996515514373,car,sedan,8,Model_41,4e7f0603-7,8e9bed69,1,accident,5,4,minor,high,Mumbai,Bangalore,35625,28552,G003,A12,0,0,0,8,1
6cccb31f-0181-45aa-a09b-658fdb243cf3,ca3c6a3e-aad6-4bfe-8d77-c4942913100a,9875164796,241852430849,bike,classic,1,Model_12,21c6b057-6,10500e23,4,accident,0,1,minor,high,Delhi,Bangalore,28238,12834,G001,A11,0,0,0,2,0
24508fc0-03c9-4a6a-866d-862346249d4d,2e73774a-905b-4a74-b4e9-42b8e1a051ca,9751233778,676778385242,bike,scooty,6,Model_4,d48b354c-5,8a89f458,4,theft,0,0,major,medium,Delhi,Delhi,54445,47623,G003,A10,1,1,1,1,0
1f2df0bb-feb3-44e1-a56e-fa6dd9e41643,054e9f06-dab5-4814-823c-efc21efe0d00,9198648690,185281833273,car,sedan,3,Model_29,6a5de553-8,80619c91,3,accident,1,5,minor,low,Pune,Mumbai,10380,6805,G002,A10,0,0,1,9,0
c986060b-cf21-43ad-aea0-4d0588757fad,aba305bf-58ac-41a0-9c37-3c99d198bfe2,9240433575,449749052623,car,SUV,8,Model_4,a7056d92-2,5c10b151,1,accident,3,2,major,high,Pune,Mumbai,332381,47483,G002,A10,1,0,0,10,1
787c0750-3200-4080-8a47-7534fb23e336,5d433511-97d0-49d8-a240-f9ed0c631ac8,9678013672,908275574092,car,hatchback,6,Model_42,4832223f-a,94c003c6,3,accident,2,4,major,low,Pune,Delhi,55622,38742,G002,A10,0,1,1,9,0
4f84ac4b-8238-4489-b5bf-9f7412c23e20,488ae917-177e-40d7-8615-75b989f74467,9535703777,924627503681,bike,sports,8,Model_8,7d66087f-3,454bce99,2,theft,6,3,minor,medium,Bangalore,Pune,81530,16306,G002,A11,0,1,0,7,1
4134f950-83ab-4a73-a152-c2a09821855b,529f8465-7877-480d-801a-a40a17e07457,9114873389,694359254733,car,XUV,9,Model_48,8eff3c72-0,407aeec8,5,theft,3,2,major,low,Mumbai,Bangalore,42322,26739,G002,A12,0,1,1,10,0
61655ad6-7d8d-4829-99fe-896e7c3fe239,e1825c4f-ea6b-48b6-80af-c89c3149f703,9689818479,215550182985,bike,sports,8,Model_2,e3f3da4e-4,e25920f9,5,theft,2,0,major,medium,Bangalore,Pune,30826,16643,G003,A12,0,1,0,2,0
fbffa033-280e-4378-9450-da0b7773c2bd,c9838e92-43f3-465e-91f6-d541b9c05696,9062812058,407153285931,car,XUV,6,Model_47,75cb9dc8-8,197044d6,5,theft,3,2,minor,high,Pune,Delhi,49146,32070,G002,A12,1,0,1,8,0
a0aa0381-2e6d-48dd-a609-8b4fe00b0ed3,4c56dcc4-b1bf-4c51-9ca4-d40669f63025,9034415804,988656585216,bike,sports,3,Model_17,6cdb4ca5-a,1a9fb1b6,1,theft,6,0,minor,low,Mumbai,Mumbai,16613,14939,G002,A12,1,1,0,7,1
f4490d62-be5b-462a-8eb6-351b96bd0632,701e6102-f3e0-4235-805b-9c55931fd3cb,9575479702,416531826433,bike,classic,2,Model_28,b1f27589-c,68d74a9d,5,accident,3,0,minor,medium,Mumbai,Pune,51999,49536,G001,A10,1,0,0,5,0
1116336c-1879-4a45-be45-7cdc8edca8d8,e19a0cb2-6e02-4eba-b8c7-656b405e1065,9251187061,667581299490,bike,sports,6,Model_45,d9c09d39-5,1dc9ef60,5,theft,1,1,minor,low,Delhi,Delhi,99169,14167,G003,A10,0,1,1,8,1
da37079e-abcd-4ade-95b7-2059123ad609,d7e79c6f-f8ce-4790-b4a8-4d2868285ecf,9170283728,345360519622,car,XUV,1,Model_39,c5ed3dc3-d,531ec440,5,theft,2,5,minor,low,Bangalore,Mumbai,39722,19819,G001,A12,1,1,1,10,0
11a720f1-bb96-49a5-b148-c29b254a546f,127720e5-f6bc-49a9-b99a-61370ece43fd,9949361475,656094862187,car,hatchback,1,Model_7,d11659f8-6,2d5c1587,3,accident,6,4,minor,low,Pune,Pune,236690,47338,G002,A12,1,0,0,7,1
c3ba2676-e0ea-4bcf-aa10-29eca5d18037,7ed94ac3-ed46-464b-b3ed-ff1ca9ae5c72,9016502774,885314000721,car,XUV,8,Model_28,a0918af3-0,a2a93f7e,1,theft,5,4,major,low,Bangalore,Pune,142032,23672,G002,A11,1,0,0,2,1
7a4e5b7b-4dfa-4efa-8523-5bca55f6ceec,1061796c-fa93-432f-8642-ec55f4857e25,9230882110,375500900732,bike,classic,6,Model_12,015ba04e-6,560c73de,5,accident,1,5,minor,medium,Delhi,Mumbai,16653,16168,G001,A12,1,0,1,4,0
3f0b34d1-bc85-4760-9f19-989924f2fe8d,942560ff-0b49-40bb-be90-59ab3a9fe921,9133970142,882424722189,bike,scooty,5,Model_16,01a25410-2,530242c9,3,theft,2,2,major,low,Pune,Bangalore,23722,19221,G001,A12,1,1,1,1,0
02342a3a-3c99-4e75-b3ca-05cee7c0d574,0c2bd86d-b4fc-4e08-9751-c01e654b4630,9650027131,920218390520,car,sedan,7,Model_11,27e48aab-7,b29db0e3,5,accident,0,1,major,high,Pune,Mumbai,81291,11613,G002,A11,0,0,1,9,1
a33285fd-3963-4df8-bc27-0c353dec77a3,ce09dc59-b6b4-429a-8b0f-6b8b465f33f8,9867976244,490281851228,bike,cruiser,9,Model_22,8ad52f58-2,c3de36b4,1,accident,5,1,major,low,Delhi,Pune,197676,49419,G003,A12,1,1,1,3,1
32e573f1-f6f6-46bb-ba12-6b7f47b23f0e,989768ac-4628-4554-80a6-a49bd4c8df6c,9915373377,970072785905,car,hatchback,10,Model_41,364d1063-b,83884151,4,theft,5,3,major,medium,Mumbai,Mumbai,482370,48237,G002,A11,1,0,1,7,1
34051ddc-cb22-4936-b45c-a88601bf1ee4,17dcfccc-eec2-437b-9e0d-810ac65937e9,9628578955,303856049069,car,SUV,3,Model_8,1210d0fe-0,491d18a9,5,theft,0,3,minor,low,Mumbai,Mumbai,40325,20578,G001,A11,0,1,1,8,0
